event_time,cycle_id,deployment_generation,model_name,model_version,prediction,actual_breakage,drift_score,latency_ms,segment
2026-03-09 22:41:08.923113+00,242,2,cnc_tool_breakage_classifier,2,1,1,0.280811,151.9715,before_update
2026-03-09 22:41:08.97418+00,243,2,cnc_tool_breakage_classifier,2,1,0,0.212279,164.6911,before_update
2026-03-09 22:41:09.025066+00,244,2,cnc_tool_breakage_classifier,2,0,0,0.327785,161.068,before_update
2026-03-09 22:41:09.076094+00,245,2,cnc_tool_breakage_classifier,2,1,1,0.282555,151.415,before_update
2026-03-09 22:41:09.127142+00,246,2,cnc_tool_breakage_classifier,2,0,0,0.284758,276.1834,before_update
2026-03-09 22:41:09.178082+00,247,2,cnc_tool_breakage_classifier,2,1,1,0.204953,166.791,before_update
2026-03-09 22:41:09.229241+00,248,2,cnc_tool_breakage_classifier,2,1,1,0.202692,144.9788,before_update
2026-03-09 22:41:09.28017+00,249,2,cnc_tool_breakage_classifier,2,1,1,0.363875,146.1404,before_update
2026-03-09 22:41:09.331194+00,250,2,cnc_tool_breakage_classifier,2,1,1,0.222318,135.1379,before_update
2026-03-09 22:41:09.382464+00,251,2,cnc_tool_breakage_classifier,2,1,1,0.163944,154.5666,before_update
2026-03-09 22:41:09.43341+00,252,2,cnc_tool_breakage_classifier,2,1,1,0.262418,165.5519,before_update
2026-03-09 22:41:09.4853+00,253,2,cnc_tool_breakage_classifier,2,1,1,0.234367,176.8407,before_update
2026-03-09 22:41:09.536304+00,254,2,cnc_tool_breakage_classifier,2,0,0,0.295089,167.0229,before_update
2026-03-09 22:41:09.587219+00,255,2,cnc_tool_breakage_classifier,2,1,1,0.183741,156.7776,before_update
2026-03-09 22:41:09.638389+00,256,2,cnc_tool_breakage_classifier,2,1,0,0.262164,220.3771,before_update
2026-03-09 22:41:09.689338+00,257,2,cnc_tool_breakage_classifier,2,1,1,0.300316,198.9387,before_update
2026-03-09 22:41:09.74011+00,258,2,cnc_tool_breakage_classifier,2,1,1,0.250129,161.656,before_update
2026-03-09 22:41:09.791143+00,259,2,cnc_tool_breakage_classifier,2,1,1,0.266701,155.7769,before_update
2026-03-09 22:41:09.842233+00,260,2,cnc_tool_breakage_classifier,2,1,1,0.283936,162.0028,before_update
2026-03-09 22:41:09.893168+00,261,2,cnc_tool_breakage_classifier,2,1,1,0.252847,201.5466,before_update
2026-03-09 22:41:09.945187+00,262,2,cnc_tool_breakage_classifier,2,1,0,0.199842,166.3938,before_update
2026-03-09 22:41:09.996153+00,263,2,cnc_tool_breakage_classifier,2,1,0,0.215801,141.4751,before_update
2026-03-09 22:41:10.04714+00,264,2,cnc_tool_breakage_classifier,2,1,1,0.284501,150.612,before_update
2026-03-09 22:41:10.098308+00,265,2,cnc_tool_breakage_classifier,2,1,1,0.26646,99.6502,before_update
2026-03-09 22:41:10.149323+00,266,2,cnc_tool_breakage_classifier,2,1,0,0.36028,82.6837,before_update
2026-03-09 22:41:10.200301+00,267,2,cnc_tool_breakage_classifier,2,1,1,0.254055,94.3192,before_update
2026-03-09 22:41:10.251089+00,268,2,cnc_tool_breakage_classifier,2,1,1,0.242397,95.4121,before_update
2026-03-09 22:41:10.302378+00,269,2,cnc_tool_breakage_classifier,2,1,0,0.381229,95.1372,before_update
2026-03-09 22:41:10.353173+00,270,2,cnc_tool_breakage_classifier,2,0,1,0.370199,175.8991,before_update
2026-03-09 22:41:10.404242+00,271,2,cnc_tool_breakage_classifier,2,1,1,0.174644,167.0227,before_update
2026-03-09 22:41:10.455109+00,272,2,cnc_tool_breakage_classifier,2,1,1,0.232879,86.2024,before_update
2026-03-09 22:41:10.506315+00,273,2,cnc_tool_breakage_classifier,2,1,0,0.162787,83.9305,before_update
2026-03-09 22:41:10.557134+00,274,2,cnc_tool_breakage_classifier,2,1,1,0.409943,81.2846,before_update
2026-03-09 22:41:10.608268+00,275,2,cnc_tool_breakage_classifier,2,1,1,0.227401,100.6043,before_update
2026-03-09 22:41:10.659129+00,276,2,cnc_tool_breakage_classifier,2,1,1,0.404991,94.9114,before_update
2026-03-09 22:41:10.710423+00,277,2,cnc_tool_breakage_classifier,2,1,1,0.355,92.925,before_update
2026-03-09 22:41:10.761117+00,278,2,cnc_tool_breakage_classifier,2,1,1,0.171676,92.8458,before_update
2026-03-09 22:41:10.812104+00,279,2,cnc_tool_breakage_classifier,2,1,1,0.215445,94.8358,before_update
2026-03-09 22:41:10.863089+00,280,2,cnc_tool_breakage_classifier,2,1,1,0.285251,170.6005,before_update
2026-03-09 22:41:10.91415+00,281,2,cnc_tool_breakage_classifier,2,1,1,0.308349,175.0854,before_update
2026-03-09 22:41:10.965278+00,282,2,cnc_tool_breakage_classifier,2,1,1,0.304365,91.414,before_update
2026-03-09 22:41:11.016141+00,283,2,cnc_tool_breakage_classifier,2,1,1,0.229148,90.8957,before_update
2026-03-09 22:41:11.067168+00,284,2,cnc_tool_breakage_classifier,2,0,0,0.286981,128.8226,before_update
2026-03-09 22:41:11.118287+00,285,2,cnc_tool_breakage_classifier,2,1,1,0.249014,115.2738,before_update
2026-03-09 22:41:11.169151+00,286,2,cnc_tool_breakage_classifier,2,1,1,0.17873,110.954,before_update
2026-03-09 22:41:11.220192+00,287,2,cnc_tool_breakage_classifier,2,1,1,0.247481,134.0499,before_update
2026-03-09 22:41:11.271089+00,288,2,cnc_tool_breakage_classifier,2,1,1,0.252838,109.1729,before_update
2026-03-09 22:41:11.322073+00,289,3,cnc_tool_breakage_classifier,3,1,1,0.340402,60.6048,before_update
2026-03-09 22:41:11.373174+00,290,3,cnc_tool_breakage_classifier,3,1,0,0.241463,100.8501,before_update
2026-03-09 22:41:11.424183+00,291,3,cnc_tool_breakage_classifier,3,1,1,0.363978,85.1402,before_update
2026-03-09 22:41:11.475141+00,292,3,cnc_tool_breakage_classifier,3,1,0,0.20027,18.3463,before_update
2026-03-09 22:41:11.526197+00,293,3,cnc_tool_breakage_classifier,3,1,1,0.190304,3.4232,before_update
2026-03-09 22:41:11.577159+00,294,3,cnc_tool_breakage_classifier,3,0,1,0.176954,4.8897,before_update
2026-03-09 22:41:11.628323+00,295,3,cnc_tool_breakage_classifier,3,1,1,0.348046,5.3902,before_update
2026-03-09 22:41:11.679182+00,296,3,cnc_tool_breakage_classifier,3,1,1,0.182386,3.5537,before_update
2026-03-09 22:41:11.730169+00,297,3,cnc_tool_breakage_classifier,3,1,1,0.215481,3.1318,before_update
2026-03-09 22:41:11.781221+00,298,3,cnc_tool_breakage_classifier,3,1,1,0.31811,3.6214,before_update
2026-03-09 22:41:11.83233+00,299,3,cnc_tool_breakage_classifier,3,1,1,0.299443,7.4902,before_update
2026-03-09 22:41:11.883125+00,300,3,cnc_tool_breakage_classifier,3,0,0,0.256737,4.9853,before_update
2026-03-09 22:41:11.934127+00,301,3,cnc_tool_breakage_classifier,3,1,1,0.189266,53.0732,before_update
2026-03-09 22:41:11.985214+00,302,3,cnc_tool_breakage_classifier,3,0,0,0.338129,6.9764,before_update
2026-03-09 22:41:12.036118+00,303,3,cnc_tool_breakage_classifier,3,1,1,0.296004,10.9523,before_update
2026-03-09 22:41:12.087364+00,304,3,cnc_tool_breakage_classifier,3,1,1,0.254561,5.7712,before_update
2026-03-09 22:41:12.139236+00,305,3,cnc_tool_breakage_classifier,3,1,1,0.230813,3.9459,before_update
2026-03-09 22:41:12.190209+00,306,3,cnc_tool_breakage_classifier,3,1,1,0.229417,3.5218,before_update
2026-03-09 22:41:12.24126+00,307,3,cnc_tool_breakage_classifier,3,1,1,0.23288,2.9848,before_update
2026-03-09 22:41:12.292197+00,308,3,cnc_tool_breakage_classifier,3,0,1,0.361695,3.2396,before_update
2026-03-09 22:41:12.343136+00,309,3,cnc_tool_breakage_classifier,3,1,1,0.154059,2.931,before_update
2026-03-09 22:41:12.394129+00,310,3,cnc_tool_breakage_classifier,3,1,1,0.319828,3.3262,before_update
2026-03-09 22:41:12.446418+00,311,3,cnc_tool_breakage_classifier,3,1,0,0.171246,2.821,before_update
2026-03-09 22:41:12.499602+00,312,3,cnc_tool_breakage_classifier,3,0,0,0.205546,2.9846,before_update
2026-03-09 22:41:12.55535+00,313,3,cnc_tool_breakage_classifier,3,1,1,0.148208,4.286,before_update
2026-03-09 22:41:12.607198+00,314,3,cnc_tool_breakage_classifier,3,1,1,0.225189,6.7627,before_update
2026-03-09 22:41:12.659332+00,315,3,cnc_tool_breakage_classifier,3,1,1,0.271399,6.4472,before_update
2026-03-09 22:41:12.710275+00,316,3,cnc_tool_breakage_classifier,3,1,0,0.136932,6.9833,before_update
2026-03-09 22:41:12.761229+00,317,3,cnc_tool_breakage_classifier,3,1,0,0.144659,6.0695,before_update
2026-03-09 22:41:12.812263+00,318,3,cnc_tool_breakage_classifier,3,1,0,0.20034,3.3733,before_update
2026-03-09 22:41:12.863133+00,319,3,cnc_tool_breakage_classifier,3,1,1,0.254685,3.1753,before_update
2026-03-09 22:41:12.914135+00,320,3,cnc_tool_breakage_classifier,3,1,1,0.37181,4.472,before_update
2026-03-09 22:41:12.965117+00,321,3,cnc_tool_breakage_classifier,3,1,1,0.175943,3.1747,before_update
2026-03-09 22:41:13.016115+00,322,3,cnc_tool_breakage_classifier,3,1,1,0.258563,2.8212,before_update
2026-03-09 22:41:13.06718+00,323,3,cnc_tool_breakage_classifier,3,1,1,0.242434,9.7328,before_update
2026-03-09 22:41:13.118123+00,324,3,cnc_tool_breakage_classifier,3,1,1,0.322987,5.7909,before_update
2026-03-09 22:41:13.169168+00,325,3,cnc_tool_breakage_classifier,3,1,0,0.345752,3.5377,before_update
2026-03-09 22:41:13.220209+00,326,3,cnc_tool_breakage_classifier,3,1,1,0.311645,4.2224,before_update
2026-03-09 22:41:13.271289+00,327,3,cnc_tool_breakage_classifier,3,1,1,0.266604,4.3074,before_update
2026-03-09 22:41:13.322278+00,328,3,cnc_tool_breakage_classifier,3,1,0,0.21197,4.145,before_update
2026-03-09 22:41:13.373422+00,329,3,cnc_tool_breakage_classifier,3,1,1,0.257801,3.5359,before_update
2026-03-09 22:41:13.424498+00,330,3,cnc_tool_breakage_classifier,3,1,0,0.149635,3.6315,before_update
2026-03-09 22:41:13.476204+00,331,3,cnc_tool_breakage_classifier,3,1,1,0.302257,4.009,before_update
2026-03-09 22:41:13.5275+00,332,3,cnc_tool_breakage_classifier,3,1,1,0.202602,5.1803,before_update
2026-03-09 22:41:13.579165+00,333,3,cnc_tool_breakage_classifier,3,1,0,0.291392,3.2173,before_update
2026-03-09 22:41:13.63013+00,334,3,cnc_tool_breakage_classifier,3,1,1,0.19638,3.4142,before_update
2026-03-09 22:41:13.681242+00,335,3,cnc_tool_breakage_classifier,3,1,1,0.261804,3.9092,before_update
2026-03-09 22:41:13.732411+00,336,3,cnc_tool_breakage_classifier,3,1,1,0.29466,3.9785,before_update
2026-03-09 22:41:13.783125+00,337,3,cnc_tool_breakage_classifier,3,1,1,0.228656,4.4475,before_update
2026-03-09 22:41:13.834282+00,338,3,cnc_tool_breakage_classifier,3,1,1,0.385522,74.7423,before_update
2026-03-09 22:41:13.88521+00,339,3,cnc_tool_breakage_classifier,3,1,1,0.224861,55.1059,before_update
2026-03-09 22:41:13.936159+00,340,3,cnc_tool_breakage_classifier,3,0,0,0.266685,17.9646,before_update
2026-03-09 22:41:13.98728+00,341,3,cnc_tool_breakage_classifier,3,1,0,0.244751,6.4253,before_update
2026-03-09 22:41:14.038147+00,342,3,cnc_tool_breakage_classifier,3,1,1,0.336459,2.643,before_update
2026-03-09 22:41:14.089122+00,343,3,cnc_tool_breakage_classifier,3,1,1,0.287088,8.9686,before_update
2026-03-09 22:41:14.140136+00,344,3,cnc_tool_breakage_classifier,3,1,1,0.247768,4.393,before_update
2026-03-09 22:41:14.191655+00,345,3,cnc_tool_breakage_classifier,3,1,1,0.323709,4.4427,before_update
2026-03-09 22:41:14.243675+00,346,3,cnc_tool_breakage_classifier,3,1,1,0.312828,3.1475,before_update
2026-03-09 22:41:14.295181+00,347,3,cnc_tool_breakage_classifier,3,1,1,0.236942,4.1733,before_update
2026-03-09 22:41:14.346198+00,348,3,cnc_tool_breakage_classifier,3,1,1,0.127876,4.597,before_update
2026-03-09 22:41:14.398138+00,349,3,cnc_tool_breakage_classifier,3,1,1,0.174059,4.3772,before_update
2026-03-09 22:41:14.449252+00,350,3,cnc_tool_breakage_classifier,3,1,1,0.223505,34.1065,before_update
2026-03-09 22:41:14.500359+00,351,3,cnc_tool_breakage_classifier,3,1,1,0.386988,12.5428,before_update
2026-03-09 22:41:14.551113+00,352,3,cnc_tool_breakage_classifier,3,1,1,0.201935,4.6316,before_update
2026-03-09 22:41:14.60218+00,353,3,cnc_tool_breakage_classifier,3,1,1,0.182218,3.0102,before_update
2026-03-09 22:41:14.653195+00,354,3,cnc_tool_breakage_classifier,3,1,1,0.21824,21.2303,before_update
2026-03-09 22:41:14.704139+00,355,3,cnc_tool_breakage_classifier,3,1,1,0.303674,27.2897,before_update
2026-03-09 22:41:14.756328+00,356,3,cnc_tool_breakage_classifier,3,1,1,0.242452,33.9666,before_update
2026-03-09 22:41:14.807186+00,357,3,cnc_tool_breakage_classifier,3,1,1,0.210975,3.6601,before_update
2026-03-09 22:41:14.858248+00,358,3,cnc_tool_breakage_classifier,3,1,1,0.204404,7.3251,before_update
2026-03-09 22:41:14.910212+00,359,3,cnc_tool_breakage_classifier,3,1,1,0.23387,4.5958,before_update
2026-03-09 22:41:14.961149+00,360,3,cnc_tool_breakage_classifier,3,1,1,0.177146,4.4688,before_update
2026-03-09 22:41:15.012365+00,361,3,cnc_tool_breakage_classifier,3,1,1,0.307767,3.0573,before_update
2026-03-09 22:41:15.063293+00,362,3,cnc_tool_breakage_classifier,3,1,0,0.355285,2.8923,before_update
2026-03-09 22:41:15.114287+00,363,3,cnc_tool_breakage_classifier,3,1,1,0.252696,3.311,before_update
2026-03-09 22:41:15.165483+00,364,3,cnc_tool_breakage_classifier,3,1,1,0.233788,8.4533,before_update
2026-03-09 22:41:15.217269+00,365,3,cnc_tool_breakage_classifier,3,0,0,0.487795,3.2441,before_update
2026-03-09 22:41:15.268199+00,366,3,cnc_tool_breakage_classifier,3,0,0,0.419489,6.9484,before_update
2026-03-09 22:41:15.319319+00,367,3,cnc_tool_breakage_classifier,3,1,1,0.386244,8.5096,before_update
2026-03-09 22:41:15.370129+00,368,3,cnc_tool_breakage_classifier,3,1,1,0.271187,2.9339,before_update
2026-03-09 22:41:15.421129+00,369,3,cnc_tool_breakage_classifier,3,1,1,0.196331,6.1971,before_update
2026-03-09 22:41:15.472157+00,370,3,cnc_tool_breakage_classifier,3,0,0,0.219552,6.4241,before_update
2026-03-09 22:41:15.523187+00,371,3,cnc_tool_breakage_classifier,3,1,0,0.212225,3.0659,before_update
2026-03-09 22:41:15.574098+00,372,3,cnc_tool_breakage_classifier,3,1,1,0.214863,10.9562,before_update
2026-03-09 22:41:15.625202+00,373,3,cnc_tool_breakage_classifier,3,1,1,0.21157,3.1617,before_update
2026-03-09 22:41:15.67615+00,374,3,cnc_tool_breakage_classifier,3,1,1,0.247367,17.4894,before_update
2026-03-09 22:41:15.727123+00,375,3,cnc_tool_breakage_classifier,3,1,1,0.194697,36.8436,before_update
2026-03-09 22:41:15.778342+00,376,3,cnc_tool_breakage_classifier,3,1,0,0.239183,4.531,before_update
2026-03-09 22:41:15.829256+00,377,3,cnc_tool_breakage_classifier,3,1,1,0.259847,5.548,before_update
2026-03-09 22:41:15.880138+00,378,3,cnc_tool_breakage_classifier,3,1,0,0.166148,2.8465,before_update
2026-03-09 22:41:15.931203+00,379,3,cnc_tool_breakage_classifier,3,1,0,0.141707,9.3015,before_update
2026-03-09 22:41:15.983258+00,380,3,cnc_tool_breakage_classifier,3,1,1,0.158076,7.0165,before_update
2026-03-09 22:41:16.034106+00,381,3,cnc_tool_breakage_classifier,3,1,1,0.211371,2.7516,before_update
2026-03-09 22:41:16.085183+00,382,3,cnc_tool_breakage_classifier,3,0,0,0.237545,4.7533,before_update
2026-03-09 22:41:16.136151+00,383,3,cnc_tool_breakage_classifier,3,1,1,0.179893,4.4948,before_update
2026-03-09 22:41:16.187248+00,384,3,cnc_tool_breakage_classifier,3,1,1,0.298885,3.3585,before_update
2026-03-09 22:41:16.23809+00,385,3,cnc_tool_breakage_classifier,3,1,1,0.283368,2.8834,before_update
2026-03-09 22:41:16.289465+00,386,3,cnc_tool_breakage_classifier,3,1,1,0.230242,3.0365,before_update
2026-03-09 22:41:16.341081+00,387,3,cnc_tool_breakage_classifier,3,1,0,0.191348,4.8989,before_update
2026-03-09 22:41:16.392089+00,388,3,cnc_tool_breakage_classifier,3,1,1,0.224562,3.7243,before_update
2026-03-09 22:41:16.443311+00,389,3,cnc_tool_breakage_classifier,3,0,0,0.240803,3.4976,before_update
2026-03-09 22:41:16.494358+00,390,3,cnc_tool_breakage_classifier,3,1,1,0.251386,9.19,before_update
2026-03-09 22:41:16.545286+00,391,3,cnc_tool_breakage_classifier,3,0,0,0.193989,7.607,before_update
2026-03-09 22:41:16.596324+00,392,3,cnc_tool_breakage_classifier,3,1,1,0.232764,2.7284,before_update
2026-03-09 22:41:16.647131+00,393,3,cnc_tool_breakage_classifier,3,1,1,0.308288,5.3644,before_update
2026-03-09 22:41:16.6983+00,394,3,cnc_tool_breakage_classifier,3,0,0,0.405748,3.7827,before_update
2026-03-09 22:41:16.749386+00,395,3,cnc_tool_breakage_classifier,3,1,1,0.198794,9.403,before_update
2026-03-09 22:41:16.80013+00,396,3,cnc_tool_breakage_classifier,3,1,1,0.280946,6.1045,before_update
2026-03-09 22:41:16.851099+00,397,3,cnc_tool_breakage_classifier,3,1,1,0.303755,2.8128,before_update
2026-03-09 22:41:16.902092+00,398,3,cnc_tool_breakage_classifier,3,1,0,0.153577,4.0829,before_update
2026-03-09 22:41:16.953327+00,399,3,cnc_tool_breakage_classifier,3,1,0,0.236824,5.7347,before_update
2026-03-09 22:41:17.00425+00,400,3,cnc_tool_breakage_classifier,3,1,1,0.337214,6.6749,before_update
2026-03-09 22:41:17.055106+00,401,3,cnc_tool_breakage_classifier,3,1,0,0.288702,5.5852,before_update
2026-03-09 22:41:17.106077+00,402,3,cnc_tool_breakage_classifier,3,1,0,0.308683,7.2297,before_update
2026-03-09 22:41:17.157121+00,403,3,cnc_tool_breakage_classifier,3,1,1,0.222082,6.8744,before_update
2026-03-09 22:41:17.208135+00,404,3,cnc_tool_breakage_classifier,3,1,1,0.19821,5.2556,before_update
2026-03-09 22:41:17.259117+00,405,3,cnc_tool_breakage_classifier,3,1,1,0.175654,3.9348,before_update
2026-03-09 22:41:17.310141+00,406,3,cnc_tool_breakage_classifier,3,1,0,0.195626,3.611,before_update
2026-03-09 22:41:17.36113+00,407,3,cnc_tool_breakage_classifier,3,1,0,0.29437,8.7391,before_update
2026-03-09 22:41:17.412113+00,408,3,cnc_tool_breakage_classifier,3,0,0,0.305541,5.333,before_update
2026-03-09 22:41:17.463212+00,409,3,cnc_tool_breakage_classifier,3,1,1,0.252403,3.7123,before_update
2026-03-09 22:41:17.514346+00,410,3,cnc_tool_breakage_classifier,3,1,1,0.216799,3.2332,before_update
2026-03-09 22:41:17.565147+00,411,3,cnc_tool_breakage_classifier,3,0,0,0.355315,8.2802,before_update
2026-03-09 22:41:17.616132+00,412,3,cnc_tool_breakage_classifier,3,1,1,0.236835,7.124,before_update
2026-03-09 22:41:17.667278+00,413,3,cnc_tool_breakage_classifier,3,1,1,0.217688,4.0164,before_update
2026-03-09 22:41:17.718306+00,414,3,cnc_tool_breakage_classifier,3,0,1,0.223486,4.3671,before_update
2026-03-09 22:41:17.769361+00,415,3,cnc_tool_breakage_classifier,3,1,1,0.2801,9.6497,before_update
2026-03-09 22:41:17.820216+00,416,3,cnc_tool_breakage_classifier,3,1,1,0.256852,5.5574,before_update
2026-03-09 22:41:17.871255+00,417,3,cnc_tool_breakage_classifier,3,1,1,0.335717,4.7406,before_update
2026-03-09 22:41:17.922274+00,418,3,cnc_tool_breakage_classifier,3,1,1,0.266673,3.2927,before_update
2026-03-09 22:41:17.973146+00,419,3,cnc_tool_breakage_classifier,3,1,1,0.163043,10.3425,before_update
2026-03-09 22:41:18.024233+00,420,3,cnc_tool_breakage_classifier,3,1,0,0.213327,12.675,before_update
2026-03-09 22:41:18.076256+00,421,3,cnc_tool_breakage_classifier,3,1,1,0.158897,5.6964,before_update
2026-03-09 22:41:18.127154+00,422,3,cnc_tool_breakage_classifier,3,1,0,0.297909,10.6804,before_update
2026-03-09 22:41:18.179096+00,423,3,cnc_tool_breakage_classifier,3,1,1,0.318448,4.338,before_update
2026-03-09 22:41:18.240209+00,424,3,cnc_tool_breakage_classifier,3,1,1,0.263374,12.9952,before_update
2026-03-09 22:41:18.296187+00,425,3,cnc_tool_breakage_classifier,3,1,1,0.166543,6.7614,before_update
2026-03-09 22:41:18.347212+00,426,3,cnc_tool_breakage_classifier,3,1,1,0.251526,6.4687,before_update
2026-03-09 22:41:18.398215+00,427,3,cnc_tool_breakage_classifier,3,1,1,0.302167,4.3232,before_update
2026-03-09 22:41:18.450148+00,428,3,cnc_tool_breakage_classifier,3,1,1,0.303456,2.9792,before_update
2026-03-09 22:41:18.502178+00,429,3,cnc_tool_breakage_classifier,3,1,1,0.245936,5.1765,before_update
2026-03-09 22:41:18.553154+00,430,3,cnc_tool_breakage_classifier,3,1,1,0.303672,2.895,before_update
2026-03-09 22:41:18.604143+00,431,3,cnc_tool_breakage_classifier,3,1,1,0.306107,3.8615,before_update
2026-03-09 22:41:18.655191+00,432,3,cnc_tool_breakage_classifier,3,1,1,0.221314,3.5011,before_update
2026-03-09 22:41:18.706158+00,433,3,cnc_tool_breakage_classifier,3,1,0,0.377068,7.7918,before_update
2026-03-09 22:41:18.757265+00,434,3,cnc_tool_breakage_classifier,3,1,1,0.23095,5.6618,before_update
2026-03-09 22:41:18.808467+00,435,3,cnc_tool_breakage_classifier,3,1,0,0.483779,2.9172,before_update
2026-03-09 22:41:18.860277+00,436,3,cnc_tool_breakage_classifier,3,1,1,0.239645,3.8076,before_update
2026-03-09 22:41:18.911389+00,437,3,cnc_tool_breakage_classifier,3,1,1,0.140372,10.9875,before_update
2026-03-09 22:41:18.962283+00,438,3,cnc_tool_breakage_classifier,3,1,1,0.36121,5.1605,before_update
2026-03-09 22:41:19.013477+00,439,3,cnc_tool_breakage_classifier,3,1,0,0.228893,9.4791,before_update
2026-03-09 22:41:19.065159+00,440,3,cnc_tool_breakage_classifier,3,1,1,0.270434,7.1872,before_update
2026-03-09 22:41:19.116168+00,441,3,cnc_tool_breakage_classifier,3,1,1,0.144331,4.6635,before_update
2026-03-09 22:41:19.167292+00,442,3,cnc_tool_breakage_classifier,3,1,1,0.170208,3.7708,before_update
2026-03-09 22:41:19.218253+00,443,3,cnc_tool_breakage_classifier,3,0,1,0.293118,7.7534,before_update
2026-03-09 22:41:19.26925+00,444,3,cnc_tool_breakage_classifier,3,1,0,0.286154,7.6687,before_update
2026-03-09 22:41:19.320255+00,445,3,cnc_tool_breakage_classifier,3,1,1,0.152342,4.4595,before_update
2026-03-09 22:41:19.371196+00,446,3,cnc_tool_breakage_classifier,3,1,1,0.35695,3.4241,before_update
2026-03-09 22:41:19.422287+00,447,3,cnc_tool_breakage_classifier,3,1,0,0.292282,13.1605,before_update
2026-03-09 22:41:19.47318+00,448,3,cnc_tool_breakage_classifier,3,1,1,0.305168,3.2009,before_update
2026-03-09 22:41:19.524202+00,449,3,cnc_tool_breakage_classifier,3,1,0,0.249256,3.4772,before_update
2026-03-09 22:41:19.575824+00,450,3,cnc_tool_breakage_classifier,3,0,0,0.333588,4.2329,before_update
2026-03-09 22:41:19.628126+00,451,3,cnc_tool_breakage_classifier,3,1,1,0.167265,15.3222,before_update
2026-03-09 22:41:19.679296+00,452,3,cnc_tool_breakage_classifier,3,1,1,0.191045,8.1012,before_update
2026-03-09 22:41:19.730267+00,453,3,cnc_tool_breakage_classifier,3,1,0,0.236233,13.4373,before_update
2026-03-09 22:41:19.781172+00,454,3,cnc_tool_breakage_classifier,3,1,0,0.431824,5.7725,before_update
2026-03-09 22:41:19.832185+00,455,3,cnc_tool_breakage_classifier,3,1,1,0.246367,4.4037,before_update
2026-03-09 22:41:19.883388+00,456,3,cnc_tool_breakage_classifier,3,0,0,0.305068,5.3219,before_update
2026-03-09 22:41:19.934314+00,457,3,cnc_tool_breakage_classifier,3,1,1,0.230527,3.84,before_update
2026-03-09 22:41:19.985286+00,458,3,cnc_tool_breakage_classifier,3,1,1,0.297664,3.0769,before_update
2026-03-09 22:41:20.036223+00,459,3,cnc_tool_breakage_classifier,3,1,1,0.192181,2.9131,before_update
2026-03-09 22:41:20.087128+00,460,3,cnc_tool_breakage_classifier,3,1,1,0.224316,9.7341,before_update
2026-03-09 22:41:20.138095+00,461,3,cnc_tool_breakage_classifier,3,1,1,0.196761,5.1086,before_update
2026-03-09 22:41:20.189368+00,462,3,cnc_tool_breakage_classifier,3,0,0,0.221703,4.0945,before_update
2026-03-09 22:41:20.240125+00,463,3,cnc_tool_breakage_classifier,3,1,1,0.300404,3.6016,before_update
2026-03-09 22:41:20.291274+00,464,3,cnc_tool_breakage_classifier,3,1,0,0.204171,4.9803,before_update
2026-03-09 22:41:20.342211+00,465,3,cnc_tool_breakage_classifier,3,1,1,0.235,3.8507,before_update
2026-03-09 22:41:20.393155+00,466,3,cnc_tool_breakage_classifier,3,1,1,0.209524,6.7743,before_update
2026-03-09 22:41:20.444141+00,467,3,cnc_tool_breakage_classifier,3,1,0,0.276291,6.5975,before_update
2026-03-09 22:41:20.495331+00,468,3,cnc_tool_breakage_classifier,3,1,1,0.331972,5.0414,before_update
2026-03-09 22:41:20.54715+00,469,3,cnc_tool_breakage_classifier,3,1,1,0.226295,3.6526,before_update
2026-03-09 22:41:20.598199+00,470,3,cnc_tool_breakage_classifier,3,1,1,0.226196,7.4122,before_update
2026-03-09 22:41:20.649201+00,471,3,cnc_tool_breakage_classifier,3,1,1,0.326577,7.2095,before_update
2026-03-09 22:41:20.70019+00,472,3,cnc_tool_breakage_classifier,3,0,1,0.330012,4.5392,before_update
2026-03-09 22:41:20.751133+00,473,3,cnc_tool_breakage_classifier,3,1,0,0.367108,3.6779,before_update
2026-03-09 22:41:20.802231+00,474,3,cnc_tool_breakage_classifier,3,1,1,0.285314,4.261,before_update
2026-03-09 22:41:20.853211+00,475,3,cnc_tool_breakage_classifier,3,1,1,0.194357,3.595,before_update
2026-03-09 22:41:20.904069+00,476,3,cnc_tool_breakage_classifier,3,1,1,0.282477,4.1223,before_update
2026-03-09 22:41:20.955102+00,477,3,cnc_tool_breakage_classifier,3,1,1,0.167461,3.6873,before_update
2026-03-09 22:41:21.006449+00,478,3,cnc_tool_breakage_classifier,3,0,1,0.275114,3.8176,before_update
2026-03-09 22:41:21.058299+00,479,3,cnc_tool_breakage_classifier,3,1,0,0.271995,18.0432,before_update
2026-03-09 22:41:21.109222+00,480,3,cnc_tool_breakage_classifier,3,1,1,0.19877,6.312,before_update
2026-03-09 22:41:21.16084+00,481,3,cnc_tool_breakage_classifier,3,1,1,0.243851,10.0341,before_update
2026-03-09 22:41:21.214226+00,482,3,cnc_tool_breakage_classifier,3,1,1,0.168761,6.1145,before_update
2026-03-09 22:41:21.26524+00,483,3,cnc_tool_breakage_classifier,3,1,0,0.287371,44.7382,before_update
2026-03-09 22:41:21.316143+00,484,3,cnc_tool_breakage_classifier,3,1,1,0.278064,4.6415,before_update
2026-03-09 22:41:21.367365+00,485,3,cnc_tool_breakage_classifier,3,1,0,0.361837,3.6344,before_update
2026-03-09 22:41:21.418131+00,486,3,cnc_tool_breakage_classifier,3,1,1,0.399748,8.1986,before_update
