event_time,cycle_id,deployment_generation,model_name,model_version,prediction,actual_breakage,drift_score,latency_ms,segment
2026-03-09 22:41:21.469247+00,487,3,cnc_tool_breakage_classifier,3,1,1,0.152065,5.2548,before_update
2026-03-09 22:41:21.520227+00,488,3,cnc_tool_breakage_classifier,3,1,0,0.210211,5.4117,before_update
2026-03-09 22:41:21.571175+00,489,3,cnc_tool_breakage_classifier,3,1,0,0.297712,3.4058,before_update
2026-03-09 22:41:21.622197+00,490,3,cnc_tool_breakage_classifier,3,1,1,0.356361,4.6697,before_update
2026-03-09 22:41:21.673173+00,491,3,cnc_tool_breakage_classifier,3,1,1,0.163023,3.1547,before_update
2026-03-09 22:41:21.72428+00,492,3,cnc_tool_breakage_classifier,3,1,1,0.219527,3.0768,before_update
2026-03-09 22:41:21.775239+00,493,3,cnc_tool_breakage_classifier,3,1,1,0.280896,3.9146,before_update
2026-03-09 22:41:21.82639+00,494,3,cnc_tool_breakage_classifier,3,1,1,0.263427,4.5425,before_update
2026-03-09 22:41:21.87848+00,495,3,cnc_tool_breakage_classifier,3,1,1,0.306588,4.1856,before_update
2026-03-09 22:41:21.930414+00,496,3,cnc_tool_breakage_classifier,3,1,1,0.299982,10.5753,before_update
2026-03-09 22:41:21.981121+00,497,3,cnc_tool_breakage_classifier,3,1,0,0.257413,4.7397,before_update
2026-03-09 22:41:22.03213+00,498,3,cnc_tool_breakage_classifier,3,1,1,0.326791,4.586,before_update
2026-03-09 22:41:22.083366+00,499,3,cnc_tool_breakage_classifier,3,1,1,0.293259,10.1811,before_update
2026-03-09 22:41:22.134183+00,500,3,cnc_tool_breakage_classifier,3,1,1,0.294802,5.8124,before_update
2026-03-09 22:41:22.185218+00,501,3,cnc_tool_breakage_classifier,3,1,1,0.265933,3.7755,before_update
2026-03-09 22:41:22.236211+00,502,3,cnc_tool_breakage_classifier,3,1,1,0.189587,4.4502,before_update
2026-03-09 22:41:22.287201+00,503,3,cnc_tool_breakage_classifier,3,1,0,0.170696,10.6535,before_update
2026-03-09 22:41:22.338174+00,504,3,cnc_tool_breakage_classifier,3,1,1,0.332507,5.8272,before_update
2026-03-09 22:41:22.389146+00,505,3,cnc_tool_breakage_classifier,3,1,1,0.241319,2.9384,before_update
2026-03-09 22:41:22.440203+00,506,3,cnc_tool_breakage_classifier,3,1,1,0.353831,7.6818,before_update
2026-03-09 22:41:22.491346+00,507,3,cnc_tool_breakage_classifier,3,1,1,0.284091,10.7442,before_update
2026-03-09 22:41:22.542205+00,508,3,cnc_tool_breakage_classifier,3,1,1,0.309664,7.3035,before_update
2026-03-09 22:41:22.593265+00,509,3,cnc_tool_breakage_classifier,3,0,1,0.231491,4.6605,before_update
2026-03-09 22:41:22.645113+00,510,3,cnc_tool_breakage_classifier,3,1,1,0.248522,4.2907,before_update
2026-03-09 22:41:22.696176+00,511,3,cnc_tool_breakage_classifier,3,0,1,0.324978,9.8454,before_update
2026-03-09 22:41:22.747118+00,512,3,cnc_tool_breakage_classifier,3,1,1,0.334059,3.9693,before_update
2026-03-09 22:41:22.798174+00,513,3,cnc_tool_breakage_classifier,3,1,0,0.213239,12.1041,before_update
2026-03-09 22:41:22.849157+00,514,3,cnc_tool_breakage_classifier,3,1,1,0.258424,2.9203,before_update
2026-03-09 22:41:22.90115+00,515,3,cnc_tool_breakage_classifier,3,1,1,0.315404,5.3982,before_update
2026-03-09 22:41:22.95218+00,516,3,cnc_tool_breakage_classifier,3,1,1,0.255629,3.4308,before_update
2026-03-09 22:41:23.003173+00,517,3,cnc_tool_breakage_classifier,3,1,1,0.202901,3.9626,before_update
2026-03-09 22:41:23.05434+00,518,3,cnc_tool_breakage_classifier,3,1,1,0.269194,4.1516,before_update
2026-03-09 22:41:23.105214+00,519,3,cnc_tool_breakage_classifier,3,1,1,0.139283,2.9729,before_update
2026-03-09 22:41:23.156401+00,520,3,cnc_tool_breakage_classifier,3,1,1,0.29084,2.986,before_update
2026-03-09 22:41:23.207243+00,521,3,cnc_tool_breakage_classifier,3,1,1,0.139148,4.1939,before_update
2026-03-09 22:41:23.258375+00,522,3,cnc_tool_breakage_classifier,3,1,1,0.339689,4.8728,before_update
2026-03-09 22:41:23.312139+00,523,3,cnc_tool_breakage_classifier,3,1,1,0.202781,3.0469,before_update
2026-03-09 22:41:23.36322+00,524,3,cnc_tool_breakage_classifier,3,1,0,0.25162,4.5483,before_update
2026-03-09 22:41:23.419148+00,525,3,cnc_tool_breakage_classifier,3,1,0,0.146048,2.8199,before_update
2026-03-09 22:41:23.470167+00,526,3,cnc_tool_breakage_classifier,3,1,1,0.122857,4.2208,before_update
2026-03-09 22:41:23.52114+00,527,3,cnc_tool_breakage_classifier,3,1,1,0.255183,4.3518,before_update
2026-03-09 22:41:23.576606+00,528,3,cnc_tool_breakage_classifier,3,1,0,0.418468,3.7974,before_update
2026-03-09 22:41:23.628127+00,529,3,cnc_tool_breakage_classifier,3,1,1,0.270996,3.7361,before_update
2026-03-09 22:41:23.679178+00,530,3,cnc_tool_breakage_classifier,3,1,0,0.366653,3.1954,before_update
2026-03-09 22:41:23.73013+00,531,3,cnc_tool_breakage_classifier,3,1,1,0.217616,4.0743,before_update
2026-03-09 22:41:23.781116+00,532,3,cnc_tool_breakage_classifier,3,1,1,0.114591,5.3754,before_update
2026-03-09 22:41:23.832136+00,533,3,cnc_tool_breakage_classifier,3,1,1,0.23711,3.2806,before_update
2026-03-09 22:41:23.883151+00,534,3,cnc_tool_breakage_classifier,3,1,1,0.326499,9.8072,before_update
2026-03-09 22:41:23.934263+00,535,3,cnc_tool_breakage_classifier,3,1,1,0.228823,5.9049,before_update
2026-03-09 22:41:23.985158+00,536,3,cnc_tool_breakage_classifier,3,1,0,0.37112,8.5324,before_update
2026-03-09 22:41:24.036146+00,537,3,cnc_tool_breakage_classifier,3,1,1,0.299136,6.1399,before_update
2026-03-09 22:41:24.087217+00,538,3,cnc_tool_breakage_classifier,3,1,1,0.265742,5.0204,before_update
2026-03-09 22:41:24.138194+00,539,3,cnc_tool_breakage_classifier,3,1,1,0.293184,4.1121,before_update
2026-03-09 22:41:24.189156+00,540,3,cnc_tool_breakage_classifier,3,1,1,0.352813,3.4346,before_update
2026-03-09 22:41:24.240221+00,541,3,cnc_tool_breakage_classifier,3,1,1,0.202014,28.224,before_update
2026-03-09 22:41:24.291342+00,542,3,cnc_tool_breakage_classifier,3,1,1,0.223918,4.3688,before_update
2026-03-09 22:41:24.342164+00,543,3,cnc_tool_breakage_classifier,3,1,1,0.285356,9.3141,before_update
2026-03-09 22:41:24.393239+00,544,3,cnc_tool_breakage_classifier,3,1,1,0.223766,6.188,before_update
2026-03-09 22:41:24.444275+00,545,3,cnc_tool_breakage_classifier,3,1,1,0.255253,14.2185,before_update
2026-03-09 22:41:24.495601+00,546,3,cnc_tool_breakage_classifier,3,0,0,0.210768,3.2587,before_update
2026-03-09 22:41:24.551171+00,547,3,cnc_tool_breakage_classifier,3,0,0,0.206297,8.6877,before_update
2026-03-09 22:41:24.602117+00,548,3,cnc_tool_breakage_classifier,3,1,1,0.186955,7.4256,before_update
2026-03-09 22:41:24.653947+00,549,3,cnc_tool_breakage_classifier,3,1,1,0.250077,3.4868,before_update
2026-03-09 22:41:24.710355+00,550,3,cnc_tool_breakage_classifier,3,0,0,0.291526,7.4275,before_update
2026-03-09 22:41:24.762143+00,551,3,cnc_tool_breakage_classifier,3,1,1,0.258074,6.6047,before_update
2026-03-09 22:41:24.813123+00,552,3,cnc_tool_breakage_classifier,3,1,1,0.300743,6.5511,before_update
2026-03-09 22:41:24.864171+00,553,3,cnc_tool_breakage_classifier,3,1,1,0.258573,3.3021,before_update
2026-03-09 22:41:24.915263+00,554,3,cnc_tool_breakage_classifier,3,1,0,0.202564,3.8975,before_update
2026-03-09 22:41:24.966354+00,555,3,cnc_tool_breakage_classifier,3,1,1,0.138499,4.0522,before_update
2026-03-09 22:41:25.023893+00,556,3,cnc_tool_breakage_classifier,3,1,1,0.31105,3.7868,before_update
2026-03-09 22:41:25.08126+00,557,3,cnc_tool_breakage_classifier,3,1,1,0.294047,4.0011,before_update
2026-03-09 22:41:25.132254+00,558,3,cnc_tool_breakage_classifier,3,1,1,0.458412,4.8905,before_update
2026-03-09 22:41:25.183175+00,559,3,cnc_tool_breakage_classifier,3,0,0,0.298584,2.8003,before_update
2026-03-09 22:41:25.234532+00,560,3,cnc_tool_breakage_classifier,3,1,1,0.269605,3.6686,before_update
2026-03-09 22:41:25.286212+00,561,3,cnc_tool_breakage_classifier,3,1,1,0.254531,4.1672,before_update
2026-03-09 22:41:25.337208+00,562,3,cnc_tool_breakage_classifier,3,1,1,0.224036,4.3212,before_update
2026-03-09 22:41:25.388173+00,563,3,cnc_tool_breakage_classifier,3,1,0,0.330211,3.9433,during_update
2026-03-09 22:41:25.439122+00,564,3,cnc_tool_breakage_classifier,3,0,0,0.245282,3.5606,during_update
2026-03-09 22:41:25.49013+00,565,3,cnc_tool_breakage_classifier,3,0,1,0.266215,3.8478,during_update
2026-03-09 22:41:25.54118+00,566,3,cnc_tool_breakage_classifier,3,1,1,0.297893,4.9268,after_apply
2026-03-09 22:41:25.592173+00,567,3,cnc_tool_breakage_classifier,3,1,1,0.272786,3.8698,after_apply
2026-03-09 22:41:25.643183+00,568,3,cnc_tool_breakage_classifier,3,1,1,0.304254,68.8314,after_apply
2026-03-09 22:41:25.694226+00,569,3,cnc_tool_breakage_classifier,3,1,1,0.231216,27.65,after_apply
2026-03-09 22:41:25.749128+00,570,3,cnc_tool_breakage_classifier,3,0,0,0.393246,5.8672,after_apply
2026-03-09 22:41:25.800206+00,571,3,cnc_tool_breakage_classifier,3,1,1,0.293642,3.1886,after_apply
2026-03-09 22:41:25.851269+00,572,3,cnc_tool_breakage_classifier,3,1,1,0.229417,3.087,after_apply
2026-03-09 22:41:25.904038+00,573,3,cnc_tool_breakage_classifier,3,1,1,0.234179,3.9495,after_apply
2026-03-09 22:41:25.95542+00,574,3,cnc_tool_breakage_classifier,3,1,1,0.331948,5.2093,after_apply
2026-03-09 22:41:26.006135+00,575,3,cnc_tool_breakage_classifier,3,1,1,0.247987,3.1515,after_apply
2026-03-09 22:41:26.057235+00,576,3,cnc_tool_breakage_classifier,3,1,0,0.323332,3.498,after_apply
2026-03-09 22:41:26.108322+00,577,3,cnc_tool_breakage_classifier,3,1,1,0.331054,3.7925,after_apply
2026-03-09 22:41:26.15914+00,578,3,cnc_tool_breakage_classifier,3,1,1,0.216287,3.3709,after_apply
2026-03-09 22:41:26.210366+00,579,3,cnc_tool_breakage_classifier,3,1,1,0.397424,3.7423,after_apply
2026-03-09 22:41:26.261165+00,580,3,cnc_tool_breakage_classifier,3,1,1,0.227208,3.318,after_apply
2026-03-09 22:41:26.312261+00,581,3,cnc_tool_breakage_classifier,3,1,1,0.220074,4.797,after_apply
2026-03-09 22:41:26.364318+00,582,3,cnc_tool_breakage_classifier,3,1,1,0.232347,3.5522,after_apply
2026-03-09 22:41:26.415093+00,583,3,cnc_tool_breakage_classifier,3,1,1,0.211233,3.4847,after_apply
2026-03-09 22:41:26.466114+00,584,3,cnc_tool_breakage_classifier,3,1,1,0.133808,5.5534,after_apply
2026-03-09 22:41:26.517261+00,585,3,cnc_tool_breakage_classifier,3,1,1,0.289219,2.7983,after_apply
2026-03-09 22:41:26.568145+00,586,3,cnc_tool_breakage_classifier,3,1,0,0.279571,4.2915,after_apply
2026-03-09 22:41:26.619839+00,587,3,cnc_tool_breakage_classifier,3,1,0,0.203461,11.4957,after_apply
2026-03-09 22:41:26.671633+00,588,3,cnc_tool_breakage_classifier,3,0,0,0.205148,4.7765,after_apply
2026-03-09 22:41:26.722147+00,589,3,cnc_tool_breakage_classifier,3,0,0,0.361795,118.1275,after_apply
2026-03-09 22:41:26.773214+00,590,3,cnc_tool_breakage_classifier,3,1,1,0.275768,101.8445,after_apply
2026-03-09 22:41:26.824199+00,591,3,cnc_tool_breakage_classifier,3,1,1,0.285641,2.8886,after_apply
2026-03-09 22:41:26.875563+00,592,3,cnc_tool_breakage_classifier,3,1,1,0.402449,3.3691,after_apply
2026-03-09 22:41:26.926658+00,593,3,cnc_tool_breakage_classifier,3,1,1,0.297615,6.959,after_apply
2026-03-09 22:41:26.977494+00,594,3,cnc_tool_breakage_classifier,3,1,1,0.231373,7.0101,after_apply
2026-03-09 22:41:27.028509+00,595,3,cnc_tool_breakage_classifier,3,1,1,0.221244,3.5037,after_apply
2026-03-09 22:41:27.07963+00,596,3,cnc_tool_breakage_classifier,3,1,1,0.236256,9.3602,after_apply
2026-03-09 22:41:27.130572+00,597,3,cnc_tool_breakage_classifier,3,1,0,0.265239,4.8683,after_apply
2026-03-09 22:41:27.182501+00,598,3,cnc_tool_breakage_classifier,3,1,1,0.317748,19.7967,after_apply
2026-03-09 22:41:27.233435+00,599,3,cnc_tool_breakage_classifier,3,1,0,0.311427,2.979,after_apply
2026-03-09 22:41:27.284578+00,600,3,cnc_tool_breakage_classifier,3,1,1,0.255136,4.2035,after_apply
2026-03-09 22:41:27.335645+00,601,3,cnc_tool_breakage_classifier,3,1,1,0.217519,7.8476,after_apply
2026-03-09 22:41:27.387205+00,602,3,cnc_tool_breakage_classifier,3,1,1,0.25471,19.5185,after_apply
2026-03-09 22:41:27.438568+00,603,3,cnc_tool_breakage_classifier,3,1,1,0.337446,28.5136,after_apply
2026-03-09 22:41:27.489504+00,604,3,cnc_tool_breakage_classifier,3,1,1,0.242342,3.1658,after_apply
2026-03-09 22:41:27.540586+00,605,3,cnc_tool_breakage_classifier,3,1,1,0.256161,10.4033,after_apply
2026-03-09 22:41:27.591518+00,606,3,cnc_tool_breakage_classifier,3,1,1,0.197337,3.7133,after_apply
2026-03-09 22:41:27.642684+00,607,3,cnc_tool_breakage_classifier,3,1,0,0.274787,2.895,after_apply
2026-03-09 22:41:27.693453+00,608,3,cnc_tool_breakage_classifier,3,0,0,0.253423,3.3655,after_apply
2026-03-09 22:41:27.744701+00,609,3,cnc_tool_breakage_classifier,3,1,0,0.204987,3.367,after_apply
2026-03-09 22:41:27.79553+00,610,3,cnc_tool_breakage_classifier,3,1,1,0.405439,4.27,after_apply
2026-03-09 22:41:27.84661+00,611,3,cnc_tool_breakage_classifier,3,1,1,0.140972,3.3228,after_apply
2026-03-09 22:41:27.898147+00,612,3,cnc_tool_breakage_classifier,3,1,1,0.227031,8.3376,after_apply
2026-03-09 22:41:27.950527+00,613,3,cnc_tool_breakage_classifier,3,1,1,0.377911,5.4571,after_apply
2026-03-09 22:41:28.001942+00,614,3,cnc_tool_breakage_classifier,3,1,0,0.188728,9.6784,after_apply
2026-03-09 22:41:28.052547+00,615,3,cnc_tool_breakage_classifier,3,1,1,0.142958,4.755,after_apply
2026-03-09 22:41:28.103534+00,616,3,cnc_tool_breakage_classifier,3,1,1,0.281014,3.8465,after_apply
2026-03-09 22:41:28.154521+00,617,3,cnc_tool_breakage_classifier,3,1,1,0.310899,4.7277,after_apply
2026-03-09 22:41:28.205477+00,618,3,cnc_tool_breakage_classifier,3,1,1,0.117432,9.1092,after_apply
2026-03-09 22:41:28.256869+00,619,3,cnc_tool_breakage_classifier,3,1,1,0.269505,4.8075,after_apply
2026-03-09 22:41:28.307465+00,620,3,cnc_tool_breakage_classifier,3,1,1,0.296252,4.4869,after_apply
2026-03-09 22:41:28.35865+00,621,3,cnc_tool_breakage_classifier,3,1,0,0.206746,2.846,after_apply
2026-03-09 22:41:28.409949+00,622,3,cnc_tool_breakage_classifier,3,1,1,0.123371,2.9865,after_apply
2026-03-09 22:41:28.460558+00,623,3,cnc_tool_breakage_classifier,3,1,1,0.173255,3.3339,after_apply
2026-03-09 22:41:28.511476+00,624,3,cnc_tool_breakage_classifier,3,1,1,0.249614,2.8167,after_apply
2026-03-09 22:41:28.562638+00,625,3,cnc_tool_breakage_classifier,3,1,1,0.419151,3.9281,after_apply
2026-03-09 22:41:28.613853+00,626,3,cnc_tool_breakage_classifier,3,1,1,0.318646,6.8158,after_apply
2026-03-09 22:41:28.665479+00,627,3,cnc_tool_breakage_classifier,3,1,1,0.330128,18.8035,after_apply
2026-03-09 22:41:28.716704+00,628,3,cnc_tool_breakage_classifier,3,1,1,0.257765,8.6894,after_apply
2026-03-09 22:41:28.767481+00,629,3,cnc_tool_breakage_classifier,3,1,1,0.271268,3.0338,after_apply
2026-03-09 22:41:28.818522+00,630,3,cnc_tool_breakage_classifier,3,1,1,0.269087,2.799,after_apply
2026-03-09 22:41:28.869466+00,631,3,cnc_tool_breakage_classifier,3,1,1,0.373662,3.8763,after_apply
2026-03-09 22:41:28.920474+00,632,3,cnc_tool_breakage_classifier,3,1,0,0.34899,6.0505,after_apply
2026-03-09 22:41:28.971527+00,633,3,cnc_tool_breakage_classifier,3,1,1,0.121928,25.5864,after_apply
2026-03-09 22:41:29.022554+00,634,3,cnc_tool_breakage_classifier,3,1,1,0.27854,7.912,after_apply
2026-03-09 22:41:29.073506+00,635,3,cnc_tool_breakage_classifier,3,1,1,0.330175,5.8516,after_apply
2026-03-09 22:41:29.124478+00,636,3,cnc_tool_breakage_classifier,3,1,1,0.300122,3.8388,after_apply
2026-03-09 22:41:29.175568+00,637,3,cnc_tool_breakage_classifier,3,1,1,0.18747,3.3398,after_apply
2026-03-09 22:41:29.226872+00,638,3,cnc_tool_breakage_classifier,3,1,1,0.241473,3.0221,after_apply
2026-03-09 22:41:29.277473+00,639,3,cnc_tool_breakage_classifier,3,1,1,0.165305,3.9837,after_apply
2026-03-09 22:41:29.328493+00,640,3,cnc_tool_breakage_classifier,3,0,0,0.39783,4.0831,after_apply
2026-03-09 22:41:29.379539+00,641,3,cnc_tool_breakage_classifier,3,1,0,0.147351,19.4919,after_apply
2026-03-09 22:41:29.430563+00,642,3,cnc_tool_breakage_classifier,3,1,0,0.274592,9.9597,after_apply
2026-03-09 22:41:29.481606+00,643,3,cnc_tool_breakage_classifier,3,1,1,0.278405,10.6557,after_apply
2026-03-09 22:41:29.532651+00,644,3,cnc_tool_breakage_classifier,3,0,0,0.265022,5.0669,after_apply
2026-03-09 22:41:29.585262+00,645,3,cnc_tool_breakage_classifier,3,1,1,0.226382,3.641,after_apply
2026-03-09 22:41:29.637483+00,646,3,cnc_tool_breakage_classifier,3,1,1,0.154235,8.4488,after_apply
2026-03-09 22:41:29.688681+00,647,3,cnc_tool_breakage_classifier,3,1,1,0.265563,4.9315,after_apply
2026-03-09 22:41:29.739584+00,648,3,cnc_tool_breakage_classifier,3,1,1,0.285352,3.9927,after_apply
2026-03-09 22:41:29.790842+00,649,3,cnc_tool_breakage_classifier,3,1,1,0.240129,4.1284,after_apply
2026-03-09 22:41:29.841544+00,650,3,cnc_tool_breakage_classifier,3,0,0,0.206848,9.6506,after_apply
2026-03-09 22:41:29.89334+00,651,3,cnc_tool_breakage_classifier,3,1,1,0.220749,3.8333,after_apply
2026-03-09 22:41:29.94544+00,652,3,cnc_tool_breakage_classifier,3,1,1,0.371844,3.2479,after_apply
2026-03-09 22:41:29.997005+00,653,3,cnc_tool_breakage_classifier,3,1,1,0.281754,4.635,after_apply
2026-03-09 22:41:30.048679+00,654,3,cnc_tool_breakage_classifier,3,1,1,0.323884,6.2975,after_apply
2026-03-09 22:41:30.099483+00,655,3,cnc_tool_breakage_classifier,3,1,1,0.280418,7.787,after_apply
2026-03-09 22:41:30.150627+00,656,3,cnc_tool_breakage_classifier,3,1,1,0.153249,3.4935,after_apply
2026-03-09 22:41:30.201668+00,657,3,cnc_tool_breakage_classifier,3,1,1,0.253036,4.8436,after_apply
2026-03-09 22:41:30.252938+00,658,3,cnc_tool_breakage_classifier,3,0,0,0.190192,2.969,after_apply
2026-03-09 22:41:30.303559+00,659,3,cnc_tool_breakage_classifier,3,1,1,0.188688,3.4079,after_apply
2026-03-09 22:41:30.354516+00,660,3,cnc_tool_breakage_classifier,3,1,1,0.247174,8.56,after_apply
2026-03-09 22:41:30.405574+00,661,3,cnc_tool_breakage_classifier,3,1,1,0.204772,6.5881,after_apply
2026-03-09 22:41:30.45671+00,662,3,cnc_tool_breakage_classifier,3,1,1,0.309866,14.2572,after_apply
2026-03-09 22:41:30.509623+00,663,3,cnc_tool_breakage_classifier,3,1,1,0.239672,29.9461,after_apply
2026-03-09 22:41:30.565259+00,664,3,cnc_tool_breakage_classifier,3,1,1,0.204426,12.2764,after_apply
2026-03-09 22:41:30.621601+00,665,3,cnc_tool_breakage_classifier,3,0,0,0.301226,10.8814,after_apply
2026-03-09 22:41:30.677529+00,666,3,cnc_tool_breakage_classifier,3,1,0,0.246166,20.2342,after_apply
2026-03-09 22:41:30.732543+00,667,3,cnc_tool_breakage_classifier,3,1,0,0.227945,32.2099,after_apply
2026-03-09 22:41:30.783938+00,668,3,cnc_tool_breakage_classifier,3,0,1,0.199142,12.8851,after_apply
2026-03-09 22:41:30.837617+00,669,3,cnc_tool_breakage_classifier,3,1,0,0.253173,70.2117,after_apply
2026-03-09 22:41:30.88857+00,670,3,cnc_tool_breakage_classifier,3,0,0,0.274173,76.7908,after_apply
2026-03-09 22:41:30.939495+00,671,3,cnc_tool_breakage_classifier,3,1,1,0.202624,58.2209,after_apply
2026-03-09 22:41:30.990517+00,672,3,cnc_tool_breakage_classifier,3,1,1,0.152281,77.5165,after_apply
2026-03-09 22:41:31.041619+00,673,3,cnc_tool_breakage_classifier,3,1,1,0.199313,63.282,after_apply
2026-03-09 22:41:31.092527+00,674,3,cnc_tool_breakage_classifier,3,0,0,0.168859,56.0122,after_apply
2026-03-09 22:41:31.144415+00,675,3,cnc_tool_breakage_classifier,3,1,1,0.251538,12.6385,after_apply
2026-03-09 22:41:31.195496+00,676,3,cnc_tool_breakage_classifier,3,1,1,0.226681,8.0384,after_apply
2026-03-09 22:41:31.246616+00,677,3,cnc_tool_breakage_classifier,3,1,1,0.284371,27.5658,after_apply
2026-03-09 22:41:31.297849+00,678,3,cnc_tool_breakage_classifier,3,0,1,0.266251,20.1274,after_apply
2026-03-09 22:41:31.348465+00,679,3,cnc_tool_breakage_classifier,3,1,1,0.30891,4.7268,after_apply
2026-03-09 22:41:31.399294+00,680,3,cnc_tool_breakage_classifier,3,1,1,0.177103,7.5644,after_apply
2026-03-09 22:41:31.452156+00,681,3,cnc_tool_breakage_classifier,3,1,1,0.208747,11.3345,after_apply
2026-03-09 22:41:31.506004+00,682,3,cnc_tool_breakage_classifier,3,1,1,0.269651,73.0963,after_apply
2026-03-09 22:41:31.557547+00,683,3,cnc_tool_breakage_classifier,3,1,1,0.240813,69.1432,after_apply
2026-03-09 22:41:31.608512+00,684,3,cnc_tool_breakage_classifier,3,1,1,0.218546,70.6226,after_apply
2026-03-09 22:41:31.660474+00,685,3,cnc_tool_breakage_classifier,3,1,0,0.169334,73.76,after_apply
2026-03-09 22:41:31.711459+00,686,3,cnc_tool_breakage_classifier,3,1,1,0.221775,63.334,after_apply
2026-03-09 22:41:31.762539+00,687,3,cnc_tool_breakage_classifier,3,1,1,0.367126,69.7657,after_apply
2026-03-09 22:41:31.813609+00,688,3,cnc_tool_breakage_classifier,3,1,1,0.344463,28.712,after_apply
2026-03-09 22:41:31.864617+00,689,3,cnc_tool_breakage_classifier,3,1,1,0.23956,13.5754,after_apply
2026-03-09 22:41:31.915488+00,690,3,cnc_tool_breakage_classifier,3,1,1,0.257372,31.2743,after_apply
2026-03-09 22:41:31.966452+00,691,3,cnc_tool_breakage_classifier,3,1,1,0.185382,80.1795,after_apply
2026-03-09 22:41:32.01753+00,692,3,cnc_tool_breakage_classifier,3,0,0,0.268608,67.222,after_apply
2026-03-09 22:41:32.068542+00,693,3,cnc_tool_breakage_classifier,3,1,1,0.185294,7.9204,after_apply
2026-03-09 22:41:32.119524+00,694,3,cnc_tool_breakage_classifier,3,1,1,0.255347,20.0657,after_apply
2026-03-09 22:41:32.170466+00,695,3,cnc_tool_breakage_classifier,3,0,0,0.334624,12.6009,after_apply
2026-03-09 22:41:32.221546+00,696,3,cnc_tool_breakage_classifier,3,1,0,0.142901,8.0918,after_apply
2026-03-09 22:41:32.273116+00,697,3,cnc_tool_breakage_classifier,3,1,1,0.258872,8.1833,after_apply
2026-03-09 22:41:32.325076+00,698,3,cnc_tool_breakage_classifier,3,1,1,0.193126,6.1153,after_apply
2026-03-09 22:41:32.377431+00,699,3,cnc_tool_breakage_classifier,3,1,1,0.30069,13.2505,after_apply
2026-03-09 22:41:32.429485+00,700,3,cnc_tool_breakage_classifier,3,1,1,0.139363,8.9525,after_apply
2026-03-09 22:41:32.480577+00,701,3,cnc_tool_breakage_classifier,3,1,1,0.200491,42.1468,after_apply
2026-03-09 22:41:32.531743+00,702,3,cnc_tool_breakage_classifier,3,1,1,0.225305,40.6389,after_apply
2026-03-09 22:41:32.584934+00,703,3,cnc_tool_breakage_classifier,3,1,1,0.352493,36.0165,after_apply
2026-03-09 22:41:32.637187+00,704,3,cnc_tool_breakage_classifier,3,0,0,0.261854,14.938,after_apply
2026-03-09 22:41:32.689318+00,705,3,cnc_tool_breakage_classifier,3,1,1,0.264981,41.7214,after_apply
2026-03-09 22:41:32.742724+00,706,3,cnc_tool_breakage_classifier,3,1,1,0.237374,21.4232,after_apply
2026-03-09 22:41:32.798573+00,707,3,cnc_tool_breakage_classifier,3,1,1,0.270116,65.0694,after_apply
2026-03-09 22:41:32.849531+00,708,3,cnc_tool_breakage_classifier,3,1,0,0.13035,4.3883,after_apply
2026-03-09 22:41:32.905488+00,709,3,cnc_tool_breakage_classifier,3,1,0,0.189201,31.4501,after_apply
2026-03-09 22:41:32.958092+00,710,3,cnc_tool_breakage_classifier,3,1,1,0.271931,73.3695,after_apply
2026-03-09 22:41:33.009511+00,711,3,cnc_tool_breakage_classifier,3,0,0,0.274918,35.8983,after_apply
2026-03-09 22:41:33.060578+00,712,3,cnc_tool_breakage_classifier,3,1,1,0.263389,13.7682,after_apply
2026-03-09 22:41:33.111688+00,713,3,cnc_tool_breakage_classifier,3,1,1,0.203925,11.1499,after_apply
2026-03-09 22:41:33.162764+00,714,3,cnc_tool_breakage_classifier,3,1,0,0.221088,11.1408,after_apply
2026-03-09 22:41:33.21792+00,715,3,cnc_tool_breakage_classifier,3,1,1,0.172167,27.9137,after_apply
2026-03-09 22:41:33.27115+00,716,3,cnc_tool_breakage_classifier,3,1,1,0.265387,77.31,after_apply
2026-03-09 22:41:33.322544+00,717,3,cnc_tool_breakage_classifier,3,0,1,0.346579,73.4693,after_apply
2026-03-09 22:41:33.373491+00,718,3,cnc_tool_breakage_classifier,3,1,1,0.125954,73.0958,after_apply
2026-03-09 22:41:33.42454+00,719,3,cnc_tool_breakage_classifier,3,1,1,0.258399,75.0929,after_apply
2026-03-09 22:41:33.475503+00,720,3,cnc_tool_breakage_classifier,3,1,1,0.158134,74.0238,after_apply
2026-03-09 22:41:33.526498+00,721,3,cnc_tool_breakage_classifier,3,0,0,0.228955,69.9806,after_apply
2026-03-09 22:41:33.577604+00,722,3,cnc_tool_breakage_classifier,3,1,1,0.315044,72.3196,after_apply
2026-03-09 22:41:33.628525+00,723,3,cnc_tool_breakage_classifier,3,0,0,0.318581,76.9104,after_apply
2026-03-09 22:41:33.679501+00,724,3,cnc_tool_breakage_classifier,3,1,0,0.304093,76.5959,after_apply
2026-03-09 22:41:33.730489+00,725,3,cnc_tool_breakage_classifier,3,1,0,0.219332,74.6631,after_apply
2026-03-09 22:41:33.781511+00,726,3,cnc_tool_breakage_classifier,3,1,1,0.233361,73.2813,after_apply
2026-03-09 22:41:33.832485+00,727,3,cnc_tool_breakage_classifier,3,1,1,0.280079,74.8493,after_apply
2026-03-09 22:41:33.883586+00,728,3,cnc_tool_breakage_classifier,3,1,1,0.236935,73.9201,after_apply
