record_type,observed_at,event_time,cycle_id,latency_ms,prediction,actual_breakage,drift_score,model_name,model_version,cpu_pct,mem_usage_mib,mem_limit_mib,mem_pct
inference_event,,2026-03-09 22:27:30.043127+00,62,19.6337,1,1,0.319922,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.097468+00,63,9.2551,0,1,0.28343,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.149265+00,64,12.0775,1,0,0.282098,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.205105+00,65,8.0105,1,1,0.17961,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.261095+00,66,17.362,1,1,0.247085,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.317163+00,67,18.9211,1,1,0.285402,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.371629+00,68,15.2103,1,0,0.232804,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.422429+00,69,31.9015,0,1,0.310355,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.477277+00,70,9.5043,0,1,0.164758,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.533174+00,71,27.5592,1,1,0.303574,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.585612+00,72,3.1454,1,1,0.378476,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.640486+00,73,14.6451,1,0,0.350153,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.69613+00,74,10.5961,1,0,0.143623,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.751137+00,75,8.9101,1,1,0.144665,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.806263+00,76,8.7856,1,1,0.221293,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.857274+00,77,5.3773,1,1,0.14134,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.910764+00,78,10.6222,1,0,0.326886,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:30.966282+00,79,9.5588,1,0,0.331581,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.022114+00,80,6.8076,1,1,0.332167,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.077376+00,81,9.679,1,1,0.144623,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.132638+00,82,8.8201,1,1,0.229884,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.184472+00,83,10.1089,0,0,0.247337,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.240166+00,84,6.6148,1,1,0.238597,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.296165+00,85,8.2615,1,1,0.193699,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.349368+00,86,8.3161,1,1,0.277209,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.401585+00,87,16.9733,1,0,0.317398,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.454354+00,88,7.5437,1,0,0.134405,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.507326+00,89,5.405,1,1,0.227307,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.559546+00,90,8.2972,1,0,0.352589,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.610518+00,91,9.6389,1,1,0.274049,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.663461+00,92,30.6533,1,0,0.15363,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.717812+00,93,3.4189,0,1,0.254895,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.774151+00,94,63.866,1,1,0.314835,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.825139+00,95,4.9329,1,1,0.104163,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.878368+00,96,16.1258,1,1,0.298633,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.929632+00,97,85.7001,1,1,0.291155,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:31.980077+00,98,133.7507,1,0,0.160834,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.031073+00,99,23.0055,1,0,0.221449,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.082096+00,100,3.506,1,1,0.342442,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.133285+00,101,2.8833,1,1,0.246938,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.185107+00,102,2.9619,1,1,0.355809,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.237838+00,103,3.7818,1,1,0.245869,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.289354+00,104,23.8724,1,1,0.312746,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.340471+00,105,5.392,1,0,0.300579,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.392817+00,106,4.1267,1,0,0.159889,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.445248+00,107,33.3447,1,1,0.239783,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.496395+00,108,8.1595,1,0,0.273232,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.547529+00,109,14.9234,1,1,0.180694,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.600617+00,110,9.5708,1,1,0.381675,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.651127+00,111,3.4487,1,1,0.255572,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.704613+00,112,8.085,1,1,0.243519,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.756424+00,113,8.5737,1,1,0.38878,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.809478+00,114,4.0612,1,1,0.31323,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.864604+00,115,12.2227,0,0,0.430065,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.918074+00,116,4.635,1,1,0.199084,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:32.970959+00,117,8.0148,1,1,0.240748,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.024422+00,118,4.231,1,1,0.307377,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.080201+00,119,19.28,1,1,0.214153,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.134482+00,120,6.9101,1,1,0.260128,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.188406+00,121,12.5943,0,0,0.386901,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.244141+00,122,22.3807,0,0,0.286165,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.296004+00,123,23.8405,1,0,0.278563,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.349588+00,124,9.2067,1,0,0.319976,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.405098+00,125,8.4249,1,1,0.247295,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.461146+00,126,15.2626,1,1,0.273401,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.515492+00,127,12.6295,1,1,0.239948,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.571106+00,128,24.405,1,1,0.231676,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.623647+00,129,13.3003,1,1,0.308039,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.674903+00,130,27.6559,1,1,0.234919,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.731129+00,131,21.8175,1,1,0.241659,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.787133+00,132,18.0162,0,1,0.357025,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.841992+00,133,36.6265,1,0,0.288988,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.893266+00,134,3.5388,1,1,0.258896,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:33.944363+00,135,11.5889,1,1,0.257628,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.000134+00,136,27.7511,1,1,0.354883,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.055567+00,137,58.9335,1,0,0.174717,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.106171+00,138,41.3862,1,1,0.287098,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.157072+00,139,3.8544,0,0,0.306613,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.208867+00,140,52.0782,1,1,0.210514,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.260599+00,141,3.453,0,0,0.264786,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.313233+00,142,3.1732,1,1,0.237134,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.369098+00,143,19.5525,1,0,0.332957,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.421721+00,144,7.3962,1,1,0.329042,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.476518+00,145,70.709,1,0,0.387081,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.527285+00,146,72.6316,1,1,0.204292,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.578092+00,147,8.3746,1,1,0.252872,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.629086+00,148,2.8565,1,0,0.220282,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.680386+00,149,17.5309,1,0,0.321846,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.731888+00,150,22.169,1,1,0.360511,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.783696+00,151,2.7883,1,1,0.241931,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.836105+00,152,8.6359,1,0,0.135868,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.889342+00,153,6.5723,1,0,0.328809,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.94232+00,154,3.439,1,0,0.290711,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:34.995412+00,155,9.6015,1,1,0.306254,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:35.046782+00,156,5.9116,1,1,0.197512,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:35.100819+00,157,12.8065,1,1,0.323746,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:35.154552+00,158,7.9585,1,1,0.240294,cnc_tool_breakage_classifier,1,,,,
inference_event,,2026-03-09 22:27:35.206179+00,159,7.2117,1,1,0.256311,cnc_tool_breakage_classifier,1,,,,
